f1,f2,f3,f4,f5,f6,f7,f8,f9,f10
1.88883177304919,2.10388144078869,3.2867648126441,4.74146613385528,4.74366593989544,2.57253932743333,2.39885562844574,4.51652045501396,3.54131544637494,4.74643083359115
2.35738262736062,2.06023067243334,2.88558616797646,2.39185639633797,3.88948816852644,2.09776173112914,4.93857195414603,3.19125388958491,2.75486404215917,3.85492679406889
2.09957009564585,2.02113523882979,4.82523359930032,2.13325123023242,4.33149277418852,4.54158343374729,2.43983742687851,4.85926695726812,4.43824834050611,4.52279189345427
1.60667656867407,1.87185879833892,2.61387113419137,4.96470160339959,4.15143167693168,3.27337176795118,4.82545026182197,3.13519334071316,2.20100767305121,2.86476535489783
2.14027118031274,1.83005913079328,3.35761317859723,3.16843806137331,3.98952856822871,4.45161031582393,4.10105523467064,4.45968526252545,2.07858043652959,4.69738560379483
1.90544171845441,1.79517424187902,2.10181916042542,4.13316023931839,4.10927600204013,2.45497997966595,3.70388871058822,2.02167965425178,3.7887689366471,2.42330972966738
1.78643525880263,2.02352931942003,3.81138100485151,3.57782023074105,2.57790754386224,3.21753231692128,2.73904696828686,4.6212279626634,4.54068129928783,2.42575059016235
1.95640501706834,1.81050507716304,4.12522625532585,3.16070382576436,3.79423464369029,4.16752679459751,3.02261459734291,2.22183198062703,3.35719748423435,3.73870273726061
1.79479911033855,1.90188851125987,3.92565251978525,4.15570049220696,4.301511565689,2.17890148540027,4.51928583625704,4.45011275261641,3.50653193192557,4.98506230441853
1.85422175414177,1.94878156156035,2.686757257146,4.64054215233773,2.70912779564969,2.99104766966775,4.76456439867616,3.7581291096285,2.62897882214747,3.60043955710717
1.87499214643015,2.36877240104644,4.84327154649743,2.36348058911972,4.07466818764806,4.3302920057904,3.54609466157854,4.04823906347156,4.1467585710343,2.38553172512911
1.66266133785152,1.86961001966091,3.78945939893146,3.10115671041422,2.27671723300591,4.52137803542428,4.6643365949858,4.14247317076661,3.60914016049355,2.53135821502656
2.1675574088989,2.04707731445697,2.94367528592446,4.36979559063911,4.21112372097559,4.61174459080212,4.11221660906449,2.84031583578326,2.14741828595288,4.32365081994794
2.0306746235673,2.01559216991274,3.17952422671204,2.64680069568567,4.83404321433045,4.85912570473738,3.27128836908378,4.02054067468271,4.46814464102499,3.95153330685571
1.77237261259761,1.80762867317397,2.56705863041721,3.86218028282747,3.99226295528933,3.15186725743115,2.90080731012858,2.89111813530326,2.75748939602636,3.66852211812511
2.25076298421399,1.98573838277528,4.59259068915935,3.1331670708023,4.00224672397599,4.8518958997447,4.8901533219032,3.71313732420094,3.56434680195525,4.23652145825326
2.08529284429536,2.28891017168467,4.52580862184871,3.81210589990951,3.26006502308883,4.11231387685984,2.37446178821847,2.16411854419857,2.98097630101256,3.02963862800971
1.94098570340155,2.09030081061584,3.83823324331725,3.69355480466038,2.41390076745301,3.26594418147579,4.04102159873582,3.04282525042072,2.33110652398318,3.17372068809345
2.179025132209,2.00824658439859,3.06584755384591,4.08332990040071,3.40809534094296,3.17394828191027,4.45951743097976,3.49303725291975,4.55519651272334,3.05656868545339
2.17562669750661,1.91550063353208,4.93672133108139,4.44243105966598,2.28126272791997,2.63170023681596,2.64882446569391,3.59506695414893,3.87392011051998,3.86837631626986
2.1643162163275,1.5893505556919,2.72808792959654,3.36105270357803,4.2622200534679,4.25744054280221,3.78226153715514,4.44730513216928,4.54419807135127,2.48223779047839
2.13772805082002,2.22626744268284,3.86482362487622,3.10989408520982,3.09898371668532,3.33523355145007,2.48508779192343,3.53097939956933,2.3780354342889,2.7393065970391
2.11078353070752,1.70787198581504,2.36873948198039,4.46797711472027,3.70440914505161,3.35994452727027,3.21657955856062,4.54683740483597,4.00475483806804,4.84300676360726
1.98761765788466,2.14798950217547,3.78926694303007,3.53787281434052,3.14906394248828,2.24975257785991,2.71665529720485,3.78257858962752,3.82379909139127,4.96502487454563
1.93880746725202,2.3818207138435,2.25452739425489,4.22474547591992,2.60971610015258,3.09550708625466,3.58279653661884,3.61368587403558,4.83699907222763,3.60698893666267
1.92390579979752,1.71122136780564,2.517110364855,4.54801543452777,3.60579615761526,4.68485871748999,4.01286440342665,3.88112124032341,3.74187328643166,2.13592305965722
1.8610586042159,2.14035686707494,3.08265538695294,3.32089914614335,3.15754174720496,3.63331353780814,4.72269491059706,2.87592142843641,2.90939855901524,3.80679936381057
1.95841654439608,1.94756050211951,3.96245321256424,3.21772491978481,4.58685607789084,2.0924811991863,2.99839154747315,3.70171741489321,4.80433741211891,4.16503795189783
1.74692072968635,1.6855711681709,4.42417559863063,4.55275283241645,2.28069063439034,3.16529924958013,2.72760949819349,4.99849994736724,4.53307808679529,3.74906862922944
2.4337911930677,1.69706646924365,2.38106913310302,4.18107383605093,2.19034561351873,2.34018573793583,2.929966208525,4.76136190537363,3.27372006466612,3.57942033256404
2.241592399661,1.67969276528508,4.99989983567095,3.84521075454541,2.50029211165383,2.83176337694749,2.68041660473682,4.30802958155982,3.45699525577947,3.0613002369646
1.77537828335933,1.89381869556594,4.13906258574034,4.10000318987295,4.80696569406427,4.15855949302204,2.36900940351188,4.53119813487865,4.30556045589037,2.24018535553478
1.91942303294018,1.70764888300082,4.65456897763038,4.24451889190823,3.32752692583017,3.12807555496693,2.80326687661,4.76683960552327,2.756830454804,2.38517844886519
1.90666892927536,2.13758335459517,2.17107178845534,2.78554292814806,4.02318884828128,3.9033798633609,4.7709609111771,3.80237041017972,4.43611988471821,3.09762616897933
2.15599302366726,2.42002178810513,3.07836760753506,2.82858995487913,2.10823399713263,3.49024337739684,2.16945247864351,3.10340578458272,4.46628622431308,3.80043948651291
1.98332618670563,1.74259390479296,4.26998035843049,2.59839131496847,3.40526326419786,4.4224593732506,3.50436544045806,4.24101050244644,3.25201112474315,2.71353010600433
2.05066370279895,2.15754776949504,3.42841936751076,4.82898799073882,2.13696071063168,3.74656522436999,4.38135780859739,3.4545822176151,4.74912783596665,2.05443816306069
1.99429064893026,2.15380844820018,2.89886758464597,2.81343704345636,3.86010108119808,2.51603841013275,4.51378203555942,2.01443246728741,2.21262701926753,2.92961878911592
1.99142590854174,2.06644051579002,2.53388436403955,3.49522594735026,4.59467596467584,4.81187311885878,3.72882100497372,4.01942733721808,4.4302882545162,2.23403797973879
2.27372045680289,1.7983246783446,1.96407273302946,2.11006364575587,2.58760748174973,2.16143262409605,2.72555026994087,3.21094273566268,3.45771341375075,2.75273727043532
1.95484580286815,1.97610947867387,2.62242731972856,4.40521169849671,2.84629535977729,2.26169656147249,3.74618667457253,4.85954610398039,2.91570417536423,2.42262481851503
2.30329412088591,1.94392093296595,4.73646957413178,3.21567369764671,4.59556126617827,4.52467401698232,2.4125467017293,2.40311425831169,3.85362149984576,3.11034424440004
1.69024943915396,2.1125979066441,4.0326401486141,3.38037771568634,2.0961051415652,3.26266778283753,3.44813697203062,3.13315983652137,2.95776011259295,2.42109636240639
2.11692274992721,1.92551224877923,4.28494505322193,4.7934564515017,4.34706612606533,4.15245815832168,2.28105683834292,4.69957109843381,3.95701044122688,3.70398999820463
2.02477084876892,2.19539467733712,2.71207018662889,3.16964217694476,3.36520848190412,4.20845219329931,2.91490858397447,4.41002302966081,4.74754491914064,3.62804122082889
2.04318831374879,1.9250838284466,2.78174106946783,4.23744910722598,2.24036566563882,4.9624116353225,4.03011606377549,3.51928203180432,3.70723709370941,2.49107924825512
2.07592789655198,2.21054229311587,5.18441262388797,4.35082548996434,4.72028261004016,4.882901358651,2.61540496489033,2.05428120773286,3.9136721175164,4.83509822771885
1.89953530937814,1.79016459866679,3.4597449410214,2.62236875970848,2.56701996363699,2.42538120318204,3.18475551810116,2.75081939599477,3.24820994213223,3.87767769186758
1.93335852326612,1.74796895104838,3.04670380064263,2.16958018881269,4.23828760487959,3.99485394754447,4.40855931816623,2.91796444915235,4.38983045355417,2.19453551457264
1.79628492337858,2.64820798698848,2.37559290210652,2.99454150116071,3.29469223949127,2.09946272661909,2.68496208358556,3.98517211945727,4.58682858245447,2.54275482823141
1.78564175470488,1.91662848236791,3.6844003806964,4.05141555680893,4.01159659167752,3.48354005161673,2.23072255356237,2.29453099705279,3.10225136601366,4.00321440631524
2.06070572828085,2.05964551830814,2.95303883889202,4.30332280485891,2.56235363800079,4.37405726802535,4.33467472344637,4.89587135287002,3.46381570887752,4.72018063091673
2.08964195572589,2.12731393480677,2.66915649437947,3.95914817438461,4.64522951864637,3.1376292607747,4.01041909004562,4.6016709737014,4.68905561603606,4.44745614891872
2.0106008453461,1.90324387485825,3.82189376886591,4.80141198262572,2.1466023453977,4.84489808417857,3.53332902095281,2.85458771348931,3.39146854938008,3.32742331922054
2.18445349357595,2.10337240886272,3.18544434050465,2.01054785470478,2.66061466024257,3.98202734114602,2.64200618071482,3.3040617138613,2.62798399711028,2.48360424325801
2.41001693712543,2.07379290547702,4.61347245690985,3.13516727788374,2.78540139831603,3.29829528578557,2.56307989638299,3.02284712600522,4.02876888797618,2.4973190499004
1.90179376678869,1.95692389847166,2.32923587576623,3.93111215345562,4.30162971210666,4.51604779460467,3.83344152732752,3.04438992543146,4.20238944259472,3.43683760985732
1.53816622487184,2.01305860670506,4.70971193557258,2.29721783357672,3.15788751258515,4.41409616870806,2.11622446891852,2.91251965425909,3.95808248734102,3.18758804397658
2.20114770489245,1.99318654925231,3.01452998465859,2.04519038554281,2.83571932720952,3.28118691546842,2.68832166003995,4.74354790453799,2.6207426530309,4.38475897884928
1.85815984748352,2.42569037980324,4.39982583874558,2.44569521141239,2.23284653620794,2.98817152855918,4.47181366896257,2.85073655378073,4.88231462123804,4.3095112813171
1.86239827670653,1.85173278074543,3.88257404440363,4.23593093990348,3.50091458857059,3.69512153882533,2.90110474964604,4.60354195698164,2.02069149492308,3.19749485980719
2.20511427393934,1.78080074658507,3.47033129516688,4.5582402527798,3.3543543482665,4.58368751592934,2.04827542812563,4.45007388433442,4.70649965712801,3.89059038460255
1.9430453985898,2.00755767983422,3.86927416240127,2.97483637183905,4.95980483968742,3.75761307426728,4.88475077529438,2.55376137071289,2.26892858068459,3.23800734360702
1.75585645754909,2.06209614988863,2.12798818979053,2.80000852630474,2.42640302143991,3.93536038487218,2.26324008055963,2.68167942925356,4.51128433109261,3.09617225173861
2.03626069594983,2.08730469578204,2.91883406508304,2.730642326409,4.50150725455023,4.30125220865011,4.24407019116916,3.99687751149759,3.66261812485754,3.86256464826874
1.97222172751219,1.90832693345778,4.11607475506589,4.8687508746516,2.08858847012743,4.0785710720811,4.50802463758737,3.40423776418902,3.81025079055689,4.86787409684621
2.00115283717998,1.78733477320576,2.84901119198052,3.49180621816777,4.336276111193,4.6003930484876,2.0479416041635,2.32892019185238,4.43408297887072,3.42821761942469
2.07705608022527,2.2526370352179,4.20411435680399,4.08335472620092,2.68602182087488,2.28409265680239,4.55858449474908,2.43694489286281,2.78892387496307,3.86139131244272
1.92586799364152,1.93006992240929,2.77897073480668,4.74539574189112,2.40158035536297,3.82981788250618,3.6508917955216,2.95152300014161,2.1198408389464,2.8676722610835
2.12887530970377,1.82689742746933,4.36707159927656,3.82676536100917,2.57183277141303,2.72262436896563,3.01906222524121,3.82160899508744,2.41486208792776,3.22270316677168
1.95590268763625,1.95274408621178,4.87352083167255,2.7878265734762,2.64759391918778,3.40892497682944,2.97710561566055,4.84104578662664,2.31616949895397,3.33463155827485
2.06635639278314,1.96056482113029,1.93689443041255,4.75679221330211,4.80251417635009,2.85176626010798,3.91766033601016,3.26775850867853,2.52621746179648,2.85060106939636
2.21936780262987,2.22198405794273,2.11030957325301,4.13483923580498,4.96645296365023,4.75532383588143,2.38354188995436,4.77946573565714,4.88353986549191,4.91041686548851
2.08703629816676,2.01694745843944,3.99451536915205,2.13148578139953,2.93007478560321,3.1992321475409,2.93336330447346,2.29892328125425,2.58208592468873,4.64779651770368
1.93481368289375,2.1508107570369,3.46000166852805,3.90052288048901,2.41139263799414,3.69603398093022,3.74924781965092,4.59886687714607,2.99654230335727,4.42655192269012
2.22976152369022,1.90014159656555,4.48282628267506,4.55819716351107,3.98295742017217,2.24263103702106,4.2775887157768,2.7814646915067,4.0769019452855,4.1246793619357
2.19870077119242,2.04288906191632,5.0391516948073,2.35728757805191,3.75474013015628,4.82810055464506,3.65510942530818,2.85209719790146,4.08039924758486,2.54060480860062
2.10967939190161,1.93506281770183,2.40326800869251,4.8561137097422,3.03219599765725,4.20733581599779,4.06336191599257,2.49757402320392,2.85831976495683,2.19192712916993
2.04774634702229,2.01891670563471,3.71356654538723,2.12251957925037,4.44186961534433,3.42593664862216,3.11379301268607,2.08986988430843,2.89735776023008,2.3197430325672
1.87441878479213,1.82092732840449,4.11595870193302,2.51179994503036,2.8495518786367,2.54552974598482,4.7202405706048,2.29435592424124,3.28986174170859,4.54455295484513
2.272130489706,1.73783969333441,2.2504241225761,2.06946022878401,4.53752318187617,4.19110064161941,4.92720597120933,2.35957325529307,3.14788748230785,3.07829062570818
1.87994808257057,2.39944267694959,4.62818457653553,3.16972971963696,2.41106565645896,3.84388113184832,4.29828254436143,2.5824503286276,4.72044954891317,4.35500178509392
2.43746659860332,2.12014176473448,2.77916250090104,4.12783142272383,4.5858432687819,2.18312477017753,2.03679834096693,4.48877779091708,3.60428389464505,4.72411653306335
2.30652212523704,1.74974572767501,2.03424529536268,3.96726663713343,2.20136185665615,2.15988614968956,3.56781192752533,2.04594278009608,3.82222211384214,3.90027415379882
1.9528599281799,1.87776681666392,3.86417292388463,3.45842815050855,3.30562530620955,3.3657689448446,4.39713875437155,3.15707272174768,3.51311915926635,3.84534886525944
1.79471581993864,1.76290398308054,4.3248008117687,2.24216948822141,4.04040487855673,2.54288641083986,2.62236671103165,4.74306802940555,3.51323210960254,2.2026197121013
2.20298863454873,5.28608046823764,4.6175559981919,2.41614003339782,4.90365320187993,2.61748076067306,3.47391777206212,3.15884535177611,2.04585699271411,3.2709551283624
1.60145030226228,5.20932576942231,4.17781873762646,3.6715824236162,3.68081859569065,4.82761714234948,4.94561434467323,3.62714833649807,2.92895300406963,2.65260410541669
1.91454414255891,5.08705778978154,2.64447785564514,2.75878527876921,4.15071848384105,3.13797137583606,2.67236632178538,4.23275924660265,3.2855080680456,2.95775065501221
2.02332745671654,5.14303568142221,3.92950199148811,2.2208185121417,2.8502742680721,3.87872042367235,4.13758596591651,2.99999729520641,3.68639319692738,2.724860382732
1.82135848598901,5.1834349835282,4.75803819360387,4.287945875898,4.406758710742,2.55050720577128,2.45037817792036,2.97474571457133,4.76229640096426,2.00345715507865
2.06678058849984,4.46781544030686,3.54607043302522,3.81910632783547,3.88765807496384,3.97762285498902,3.57717751828022,3.27122911042534,3.55076725757681,2.67145148315467
2.08228598412315,5.22205541932776,3.66456705558555,2.99898159573786,4.72688273573294,4.20407873205841,4.48542747017927,2.82890404714271,4.22011990938336,4.90749386604875
1.9933927681448,4.90300248068753,4.5304918384377,4.72899085632525,3.18837556708604,3.48703829897568,2.380581632955,3.878270448884,3.85353842750192,3.29720859578811
1.50682036124799,5.04612336612624,4.79221979576801,3.77008159039542,2.92485324200243,4.60615623136982,4.45904984511435,2.13079353468493,2.61724852886982,4.88992138556205
2.51429162917333,4.94096843982328,3.81178467687213,4.83927718829364,4.19508248916827,4.49551383336075,2.73801024910063,3.81960436026566,3.52606712235138,2.76746034738608
1.95894014850636,5.17439299081575,2.13745363870068,4.70699161617085,4.08502570539713,4.94989647599868,2.29105389653705,3.25114729069173,2.18318704352714,2.40629161708057
2.13023865631753,4.93030551020888,4.23547473842955,3.16090411623009,3.30590049666353,4.00055067520589,2.49110436043702,2.13085706741549,4.32350638369098,3.6877760796342
2.05475329820731,5.10370075317765,3.77615013058881,4.15544298477471,4.42255967110395,3.92858042614534,3.99306561192498,4.98022322147153,2.6127405918669,3.29974802327342
2.20493464696367,4.9218630042722,3.17048584478853,4.48204116453417,2.91683913464658,2.13543585455045,4.03228435036726,3.87968312297016,4.5712207837496,4.58868237934075
2.16353188927482,4.7814425581797,3.11235734247049,4.74146613385528,4.74366593989544,2.57253932743333,2.39885562844574,4.51652045501396,3.54131544637494,4.74643083359115
1.9580413657543,5.24200210208805,2.21258481462623,2.39185639633797,3.88948816852644,2.09776173112914,4.93857195414603,3.19125388958491,2.75486404215917,3.85492679406889
2.0756335544417,5.14818000225485,3.17479082925962,2.13325123023242,4.33149277418852,4.54158343374729,2.43983742687851,4.85926695726812,4.43824834050611,4.52279189345427
1.81091823377522,5.34485244783129,4.67821407241677,4.96470160339959,4.15143167693168,3.27337176795118,4.82545026182197,3.13519334071316,2.20100767305121,2.86476535489783
2.17138460217986,5.01303078651586,2.54887011387391,3.16843806137331,3.98952856822871,4.45161031582393,4.10105523467064,4.45968526252545,2.07858043652959,4.69738560379483
1.90779233222313,5.22500054916563,4.01502809287453,4.13316023931839,4.10927600204013,2.45497997966595,3.70388871058822,2.02167965425178,3.7887689366471,2.42330972966738
2.48335467075764,5.39508381080382,2.32349731912696,3.57782023074105,2.57790754386224,3.21753231692128,2.73904696828686,4.6212279626634,4.54068129928783,2.42575059016235
1.66979022086236,4.94370357699221,2.64209493276744,3.16070382576436,3.79423464369029,4.16752679459751,3.02261459734291,2.22183198062703,3.35719748423435,3.73870273726061
1.9072025514068,4.73540977744896,4.32512249260733,4.15570049220696,4.301511565689,2.17890148540027,4.51928583625704,4.45011275261641,3.50653193192557,4.98506230441853
2.16507597255185,4.95212968657238,2.97619172426516,4.64054215233773,2.70912779564969,2.99104766966775,4.76456439867616,3.7581291096285,2.62897882214747,3.60043955710717
2.10202650937573,4.95719175200292,2.24011928651072,2.36348058911972,4.07466818764806,4.3302920057904,3.54609466157854,4.04823906347156,4.1467585710343,2.38553172512911
1.882103792297,5.03033610090186,2.36232525459462,3.10115671041422,2.27671723300591,4.52137803542428,4.6643365949858,4.14247317076661,3.60914016049355,2.53135821502656
1.8006438515585,5.34246099546386,4.82741653977864,4.36979559063911,4.21112372097559,4.61174459080212,4.11221660906449,2.84031583578326,2.14741828595288,4.32365081994794
2.02889514094214,4.93477122149893,3.49231445499345,2.64680069568567,4.83404321433045,4.85912570473738,3.27128836908378,4.02054067468271,4.46814464102499,3.95153330685571
1.99713851736662,5.07460093116098,2.07570127212932,3.86218028282747,3.99226295528933,3.15186725743115,2.90080731012858,2.89111813530326,2.75748939602636,3.66852211812511
1.64194375254719,4.95446318702089,4.11172693139599,3.1331670708023,4.00224672397599,4.8518958997447,4.8901533219032,3.71313732420094,3.56434680195525,4.23652145825326
2.00691021342677,5.00409014170501,3.48506791960423,3.81210589990951,3.26006502308883,4.11231387685984,2.37446178821847,2.16411854419857,2.98097630101256,3.02963862800971
2.03804606313849,5.06281153270125,4.08793322467419,3.69355480466038,2.41390076745301,3.26594418147579,4.04102159873582,3.04282525042072,2.33110652398318,3.17372068809345
2.03494527939637,5.2656429392074,4.21559038424458,4.08332990040071,3.40809534094296,3.17394828191027,4.45951743097976,3.49303725291975,4.55519651272334,3.05656868545339
1.78899659147946,5.02426367549816,3.7652911720337,4.44243105966598,2.28126272791997,2.63170023681596,2.64882446569391,3.59506695414893,3.87392011051998,3.86837631626986
2.09522665566053,5.14256846400622,3.89316093171339,3.36105270357803,4.2622200534679,4.25744054280221,3.78226153715514,4.44730513216928,4.54419807135127,2.48223779047839
2.27571402739185,5.15577200595671,3.86874135775082,3.10989408520982,3.09898371668532,3.33523355145007,2.48508779192343,3.53097939956933,2.3780354342889,2.7393065970391
2.09124728063596,5.18295465417113,3.12100728682062,4.46797711472027,3.70440914505161,3.35994452727027,3.21657955856062,4.54683740483597,4.00475483806804,4.84300676360726
1.77288230592513,4.88512108956312,3.09191010217535,3.53787281434052,3.14906394248828,2.24975257785991,2.71665529720485,3.78257858962752,3.82379909139127,4.96502487454563
1.91287090606162,5.32537624283894,3.72227478852993,4.22474547591992,2.60971610015258,3.09550708625466,3.58279653661884,3.61368587403558,4.83699907222763,3.60698893666267
2.06922072391072,4.9238086521412,2.68035072922939,4.54801543452777,3.60579615761526,4.68485871748999,4.01286440342665,3.88112124032341,3.74187328643166,2.13592305965722
1.87059087373635,4.97884316647005,4.32853330702693,3.32089914614335,3.15754174720496,3.63331353780814,4.72269491059706,2.87592142843641,2.90939855901524,3.80679936381057
1.56847073299694,5.28081005354283,3.27030500561355,3.21772491978481,4.58685607789084,2.0924811991863,2.99839154747315,3.70171741489321,4.80433741211891,4.16503795189783
2.17685016400564,5.25881678122912,2.24936644617513,4.55275283241645,2.28069063439034,3.16529924958013,2.72760949819349,4.99849994736724,4.53307808679529,3.74906862922944
1.8341044776751,4.78200162551775,4.98721822318399,4.18107383605093,2.19034561351873,2.34018573793583,2.929966208525,4.76136190537363,3.27372006466612,3.57942033256404
1.88528794584634,4.82538579991651,2.57239175879794,3.84521075454541,2.50029211165383,2.83176337694749,2.68041660473682,4.30802958155982,3.45699525577947,3.0613002369646
2.30078012180091,4.72838418812588,3.39674661080504,4.10000318987295,4.80696569406427,4.15855949302204,2.36900940351188,4.53119813487865,4.30556045589037,2.24018535553478
1.84517101407892,5.03636943852397,3.71084264088194,4.24451889190823,3.32752692583017,3.12807555496693,2.80326687661,4.76683960552327,2.756830454804,2.38517844886519
2.16914630803786,5.03296817358369,3.81910547139675,2.78554292814806,4.02318884828128,3.9033798633609,4.7709609111771,3.80237041017972,4.43611988471821,3.09762616897933
1.74786342423624,5.07282293747101,3.13287889733001,2.82858995487913,2.10823399713263,3.49024337739684,2.16945247864351,3.10340578458272,4.46628622431308,3.80043948651291
1.9290915193852,5.11043154284371,2.61472279755501,2.59839131496847,3.40526326419786,4.4224593732506,3.50436544045806,4.24101050244644,3.25201112474315,2.71353010600433
1.9852887961727,4.879621430803,4.35627057096527,4.82898799073882,2.13696071063168,3.74656522436999,4.38135780859739,3.4545822176151,4.74912783596665,2.05443816306069
1.76626971511513,4.80126028178026,3.81878598325789,2.81343704345636,3.86010108119808,2.51603841013275,4.51378203555942,2.01443246728741,2.21262701926753,2.92961878911592
1.87305034701822,5.20535701121498,4.37057709022851,3.49522594735026,4.59467596467584,4.81187311885878,3.72882100497372,4.01942733721808,4.4302882545162,2.23403797973879
1.99423168941434,5.15021226052126,4.46669937280547,2.11006364575587,2.58760748174973,2.16143262409605,2.72555026994087,3.21094273566268,3.45771341375075,2.75273727043532
2.13413919374679,4.69816669253426,3.68242130792162,4.40521169849671,2.84629535977729,2.26169656147249,3.74618667457253,4.85954610398039,2.91570417536423,2.42262481851503
1.66989069131498,4.98097050983014,2.95030138400649,3.21567369764671,4.59556126617827,4.52467401698232,2.4125467017293,2.40311425831169,3.85362149984576,3.11034424440004
1.93004915215775,4.8208104354487,2.40147556578236,3.38037771568634,2.0961051415652,3.26266778283753,3.44813697203062,3.13315983652137,2.95776011259295,2.42109636240639
2.1512812877091,4.58584978589161,4.67080617753623,4.7934564515017,4.34706612606533,4.15245815832168,2.28105683834292,4.69957109843381,3.95701044122688,3.70398999820463
1.89223816800448,5.03002402623763,3.6850443631839,3.16964217694476,3.36520848190412,4.20845219329931,2.91490858397447,4.41002302966081,4.74754491914064,3.62804122082889
2.04545838433459,4.98415765814828,2.65413804171993,4.23744910722598,2.24036566563882,4.9624116353225,4.03011606377549,3.51928203180432,3.70723709370941,2.49107924825512
2.09844571401289,4.98052614649738,3.30025999690169,4.35082548996434,4.72028261004016,4.882901358651,2.61540496489033,2.05428120773286,3.9136721175164,4.83509822771885
2.05356700306634,5.04323050836025,2.89819940509106,2.62236875970848,2.56701996363699,2.42538120318204,3.18475551810116,2.75081939599477,3.24820994213223,3.87767769186758
2.13065153589428,5.17649303287932,3.7709720547873,2.16958018881269,4.23828760487959,3.99485394754447,4.40855931816623,2.91796444915235,4.38983045355417,2.19453551457264
1.97545826780452,5.04111950089668,2.71882773928738,2.99454150116071,3.29469223949127,2.09946272661909,2.68496208358556,3.98517211945727,4.58682858245447,2.54275482823141
1.91726469728158,4.87671283142529,1.90626074909182,4.05141555680893,4.01159659167752,3.48354005161673,2.23072255356237,2.29453099705279,3.10225136601366,4.00321440631524
1.4713702095942,4.85304014961574,2.22371265006739,4.30332280485891,2.56235363800079,4.37405726802535,4.33467472344637,4.89587135287002,3.46381570887752,4.72018063091673
1.98141179630411,4.97363944139176,4.11408179125837,3.95914817438461,4.64522951864637,3.1376292607747,4.01041909004562,4.6016709737014,4.68905561603606,4.44745614891872
2.086056939272,5.06200339731579,2.82980378830941,4.80141198262572,2.1466023453977,4.84489808417857,3.53332902095281,2.85458771348931,3.39146854938008,3.32742331922054
2.10707976817363,4.79206392945959,2.56189521080472,2.01054785470478,2.66061466024257,3.98202734114602,2.64200618071482,3.3040617138613,2.62798399711028,2.48360424325801
1.88894432973735,4.96313822623152,5.1194316204347,3.13516727788374,2.78540139831603,3.29829528578557,2.56307989638299,3.02284712600522,4.02876888797618,2.4973190499004
2.35590058195503,5.19345345203358,3.12794668495313,3.93111215345562,4.30162971210666,4.51604779460467,3.83344152732752,3.04438992543146,4.20238944259472,3.43683760985732
2.05728488392577,4.9783439817531,3.14662249726048,2.29721783357672,3.15788751258515,4.41409616870806,2.11622446891852,2.91251965425909,3.95808248734102,3.18758804397658
2.02526317169178,4.86031586648112,4.02523748766472,2.04519038554281,2.83571932720952,3.28118691546842,2.68832166003995,4.74354790453799,2.6207426530309,4.38475897884928
2.2544533558937,4.94481096631489,4.63887247069838,2.44569521141239,2.23284653620794,2.98817152855918,4.47181366896257,2.85073655378073,4.88231462123804,4.3095112813171
