f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20
1.78643525880263,2.02352931942003,3.81138100485151,3.57782023074105,2.57790754386224,3.21753231692128,2.73904696828686,4.6212279626634,4.54068129928783,2.42575059016235,2.42654386954382,3.84219958796166,4.58175786631182,4.97845213650726,2.22973942616954,2.60473294416443,4.60138266766444,3.35242662788369,3.12059549707919,3.6272188660223
1.95640501706834,1.81050507716304,4.12522625532585,3.16070382576436,3.79423464369029,4.16752679459751,3.02261459734291,2.22183198062703,3.35719748423435,3.73870273726061,3.72233484941535,4.01268728054129,2.83247710089199,4.17717392859049,3.61383461789228,4.29975907737389,4.49360410892405,3.20207545743324,3.01842558057979,4.10945533285849
1.79479911033855,1.90188851125987,3.92565251978525,4.15570049220696,4.301511565689,2.17890148540027,4.51928583625704,4.45011275261641,3.50653193192557,4.98506230441853,2.14745081821457,2.88840067829005,3.0885472393129,2.44766140473075,4.933558229357,4.22931481944397,2.48515433375724,2.66532326908782,4.11997505510226,3.95445290114731
1.85422175414177,1.94878156156035,2.686757257146,4.64054215233773,2.70912779564969,2.99104766966775,4.76456439867616,3.7581291096285,2.62897882214747,3.60043955710717,3.30502295470797,3.0817055052612,4.74955250928178,3.7757060744334,2.32902415818535,3.49538414250128,2.9941932358779,2.74362499965355,3.71498887334019,4.28362131607719
1.87499214643015,2.36877240104644,4.84327154649743,2.36348058911972,4.07466818764806,4.3302920057904,3.54609466157854,4.04823906347156,4.1467585710343,2.38553172512911,3.44813048443757,3.89319886569865,2.24070612317882,4.54620646685362,3.08771653403528,4.01149878674187,4.7785173652228,2.52877859841101,2.43112126039341,2.84236267558299
1.66266133785152,1.86961001966091,3.78945939893146,3.10115671041422,2.27671723300591,4.52137803542428,4.6643365949858,4.14247317076661,3.60914016049355,2.53135821502656,3.394450702006,4.88031781022437,3.53817391186021,4.20198337151669,3.49945807363838,4.25738838082179,4.77511736354791,3.29692085203715,2.88997228164226,4.95227298303507
2.1675574088989,2.04707731445697,2.94367528592446,4.36979559063911,4.21112372097559,4.61174459080212,4.11221660906449,2.84031583578326,2.14741828595288,4.32365081994794,3.4586058112327,3.09403511020355,3.26011353824288,3.38748757634312,4.73788520460948,4.32158875651658,3.90949261421338,3.82908087223768,3.17597741284408,4.89101418596692
2.0306746235673,2.01559216991274,3.17952422671204,2.64680069568567,4.83404321433045,4.85912570473738,3.27128836908378,4.02054067468271,4.46814464102499,3.95153330685571,4.2127546549309,2.59396975697018,2.47414839966223,3.53326066373847,3.71618250384927,3.8155079013668,4.37872951827012,3.22716416511685,3.56660896516405,2.08427070244215
1.77237261259761,1.80762867317397,2.56705863041721,3.86218028282747,3.99226295528933,3.15186725743115,2.90080731012858,2.89111813530326,2.75748939602636,3.66852211812511,4.97295893542469,2.76232629059814,3.34867397299968,3.66915186448023,2.06838372419588,3.17154723056592,3.71523907384835,4.7377504222095,3.75769454287365,4.24120055441745
2.25076298421399,1.98573838277528,4.59259068915935,3.1331670708023,4.00224672397599,4.8518958997447,4.8901533219032,3.71313732420094,3.56434680195525,4.23652145825326,4.52122507616878,3.4559080384206,2.50886220950633,2.6023869458586,4.56568887783214,4.01317271916196,2.11812705895863,2.8431465763133,2.92722855112515,3.10033003753051
2.08529284429536,2.28891017168467,4.52580862184871,3.81210589990951,3.26006502308883,4.11231387685984,2.37446178821847,2.16411854419857,2.98097630101256,3.02963862800971,2.33577896631323,3.23984494665638,4.56574162584729,4.6675728247501,4.49145272513852,4.60762343462557,2.86297173169442,2.64680374809541,3.07895983406343,3.06215742696077
1.94098570340155,2.09030081061584,3.83823324331725,3.69355480466038,2.41390076745301,3.26594418147579,4.04102159873582,3.04282525042072,2.33110652398318,3.17372068809345,4.58426562836394,2.98473599040881,4.06439951318316,2.46315198182128,4.63445318932645,3.30920861940831,3.44252476538531,3.65726047731005,4.78792571974918,2.05819010408595
2.179025132209,2.00824658439859,3.06584755384591,4.08332990040071,3.40809534094296,3.17394828191027,4.45951743097976,3.49303725291975,4.55519651272334,3.05656868545339,3.7035538633354,3.07053491147235,2.3645757092163,3.75379868317395,4.42880656803027,2.36142903310247,3.30474125710316,3.05057986802422,3.63475401955657,4.27668165415525
2.17562669750661,1.91550063353208,4.93672133108139,4.44243105966598,2.28126272791997,2.63170023681596,2.64882446569391,3.59506695414893,3.87392011051998,3.86837631626986,4.04983675968833,4.05157776270062,2.35734803392552,3.44281092495658,2.00019601010717,3.85686007863842,4.79740966157988,4.81413926696405,3.76707656914368,2.47285503218882
2.1643162163275,1.5893505556919,2.72808792959654,3.36105270357803,4.2622200534679,4.25744054280221,3.78226153715514,4.44730513216928,4.54419807135127,2.48223779047839,4.36881643626839,4.5894477951806,2.86563163297251,2.59184964396991,2.30547719891183,3.44152625300921,3.93704175692983,3.88867131574079,2.753571606474,2.33682702481747
2.13772805082002,2.22626744268284,3.86482362487622,3.10989408520982,3.09898371668532,3.33523355145007,2.48508779192343,3.53097939956933,2.3780354342889,2.7393065970391,3.20757659967057,3.40690620872192,4.82070679124445,4.93527341401204,4.5044776306022,4.77167926891707,2.00248689111322,3.3109390179161,3.16630158619955,4.14144108467735
2.11078353070752,1.70787198581504,2.36873948198039,4.46797711472027,3.70440914505161,3.35994452727027,3.21657955856062,4.54683740483597,4.00475483806804,4.84300676360726,4.55983156827278,3.74857129319571,4.79492110875435,2.95709439110942,2.66344218840823,2.72201805561781,2.05856723245233,2.86873145005666,3.93777876789682,3.33565685711801
1.98761765788466,2.14798950217547,3.78926694303007,3.53787281434052,3.14906394248828,2.24975257785991,2.71665529720485,3.78257858962752,3.82379909139127,4.96502487454563,2.56881659734063,3.49567990424111,2.54878552653827,2.13436608831398,2.09124912996776,4.32944472669624,2.8909237079788,2.10998945333995,3.09579816041514,2.07842246768996
1.93880746725202,2.3818207138435,2.25452739425489,4.22474547591992,2.60971610015258,3.09550708625466,3.58279653661884,3.61368587403558,4.83699907222763,3.60698893666267,3.48716489924118,4.00192357227206,4.73862122301944,4.2610582720954,3.73017806513235,4.25596366473474,2.82123859343119,3.64514340250753,3.40309745026752,4.75923478649929
1.92390579979752,1.71122136780564,2.517110364855,4.54801543452777,3.60579615761526,4.68485871748999,4.01286440342665,3.88112124032341,3.74187328643166,2.13592305965722,2.3601330476813,4.06361978733912,2.19937349460088,3.70057684672065,4.27063928125426,4.02944727451541,4.48841401771642,2.96112219244242,2.53105427185073,4.35479108360596
1.8610586042159,2.14035686707494,3.08265538695294,3.32089914614335,3.15754174720496,3.63331353780814,4.72269491059706,2.87592142843641,2.90939855901524,3.80679936381057,2.68598991865292,2.32198977516964,4.63288630917668,2.02924097608775,4.62096217810176,3.65515839168802,4.16317826882005,3.44305718387477,3.4437108465936,3.27532814536244
1.95841654439608,1.94756050211951,3.96245321256424,3.21772491978481,4.58685607789084,2.0924811991863,2.99839154747315,3.70171741489321,4.80433741211891,4.16503795189783,4.71649368945509,2.33662780583836,2.17643157322891,2.90226221224293,2.18109774170443,3.79358159354888,4.04166766535491,4.42792062181979,4.79474074835889,2.38741566683166
1.74692072968635,1.6855711681709,4.42417559863063,4.55275283241645,2.28069063439034,3.16529924958013,2.72760949819349,4.99849994736724,4.53307808679529,3.74906862922944,3.42132461955771,4.79834052780643,4.85508762020618,4.58988562389277,2.66551507636905,4.59931274480186,3.15258467779495,2.65640068007633,2.07698128954507,4.45615404914133
2.4337911930677,1.69706646924365,2.38106913310302,4.18107383605093,2.19034561351873,2.34018573793583,2.929966208525,4.76136190537363,3.27372006466612,3.57942033256404,3.62143033766188,3.26562762563117,2.48020822368562,2.69644510303624,3.24207551637664,3.48602213780396,2.55582040129229,2.26812894851901,3.1495517056901,4.15042017889209
2.241592399661,1.67969276528508,4.99989983567095,3.84521075454541,2.50029211165383,2.83176337694749,2.68041660473682,4.30802958155982,3.45699525577947,3.0613002369646,4.92138595692813,3.68993445602246,3.74250606982969,2.17561941221356,3.23398888949305,4.94068689201958,2.63510781642981,4.3914133941289,2.75078306463547,3.23656191024929
1.77537828335933,1.89381869556594,4.13906258574034,4.10000318987295,4.80696569406427,4.15855949302204,2.36900940351188,4.53119813487865,4.30556045589037,2.24018535553478,4.91728706448339,4.86872656363994,4.13425007043406,4.13314973469824,3.73817098932341,2.20812406181358,4.11107646417804,2.52322121080942,3.73294046870433,2.52473510964774
1.91942303294018,1.70764888300082,4.65456897763038,4.24451889190823,3.32752692583017,3.12807555496693,2.80326687661,4.76683960552327,2.756830454804,2.38517844886519,4.05607840884477,2.58776321820915,2.84096755459905,3.5262455905322,4.8258468543645,3.66778689180501,2.78746332414448,4.40392845147289,2.20447676116601,2.03234043344855
1.90666892927536,2.13758335459517,2.17107178845534,2.78554292814806,4.02318884828128,3.9033798633609,4.7709609111771,3.80237041017972,4.43611988471821,3.09762616897933,4.33987745945342,2.67123933578841,2.07989503466524,3.21484111831523,4.96279579191469,2.56812057597563,2.67904591839761,2.11082664341666,3.95109407207929,3.02270820364356
2.15599302366726,2.42002178810513,3.07836760753506,2.82858995487913,2.10823399713263,3.49024337739684,2.16945247864351,3.10340578458272,4.46628622431308,3.80043948651291,2.06135965231806,3.86407092935406,4.13186735729687,3.27354175434448,2.38939354661852,2.88937244471163,3.77955888607539,4.54134591855109,2.16250381316058,2.56811627326533
1.98332618670563,1.74259390479296,4.26998035843049,2.59839131496847,3.40526326419786,4.4224593732506,3.50436544045806,4.24101050244644,3.25201112474315,2.71353010600433,4.18539722170681,4.50369991292246,2.93824045662768,4.7418973534368,2.82462494447827,4.52301236544736,2.44211212173104,4.46491763205267,2.87319117295556,3.68702759104781
2.05066370279895,2.15754776949504,3.42841936751076,4.82898799073882,2.13696071063168,3.74656522436999,4.38135780859739,3.4545822176151,4.74912783596665,2.05443816306069,4.76809533755295,4.42390512442216,4.56541116861627,4.70601947465912,4.48514846526086,2.61532130371779,2.15312629635446,4.69280125387013,2.93208311265334,3.76438815891743
1.99429064893026,2.15380844820018,2.89886758464597,2.81343704345636,3.86010108119808,2.51603841013275,4.51378203555942,2.01443246728741,2.21262701926753,2.92961878911592,3.3213733935263,2.45322035835125,3.41545792017132,2.65419584698975,4.97377615701407,3.74815726908855,2.04165508807637,3.12289065495133,3.32507848110981,2.84526762668975
1.99142590854174,2.06644051579002,2.53388436403955,3.49522594735026,4.59467596467584,4.81187311885878,3.72882100497372,4.01942733721808,4.4302882545162,2.23403797973879,4.11672434350476,2.24968599551357,4.97630848572589,3.72468364099041,4.01960167451762,3.18878659466282,4.42455650097691,2.91890404233709,3.30837829760276,4.77796663087793
2.27372045680289,1.7983246783446,1.96407273302946,2.11006364575587,2.58760748174973,2.16143262409605,2.72555026994087,3.21094273566268,3.45771341375075,2.75273727043532,4.45017437287606,4.33679186645895,2.23359183827415,2.121959408978,2.23216719343327,2.91671382868662,4.40769358980469,4.75689217518084,4.97653771191835,4.11206728965044
1.95484580286815,1.97610947867387,2.62242731972856,4.40521169849671,2.84629535977729,2.26169656147249,3.74618667457253,4.85954610398039,2.91570417536423,2.42262481851503,3.45982794021256,4.86348875844851,2.07412441284396,3.62179253436625,2.40321021643467,3.4167658679653,2.04513147124089,2.96345377177931,3.83492486225441,2.82936808955856
2.30329412088591,1.94392093296595,4.73646957413178,3.21567369764671,4.59556126617827,4.52467401698232,2.4125467017293,2.40311425831169,3.85362149984576,3.11034424440004,4.52899825270288,3.8552042923402,3.725505518727,2.33848538715392,3.01429033582099,4.22974729351699,3.78588415589184,4.77595235756598,2.94500449323095,4.14554441603832
1.69024943915396,2.1125979066441,4.0326401486141,3.38037771568634,2.0961051415652,3.26266778283753,3.44813697203062,3.13315983652137,2.95776011259295,2.42109636240639,3.478621478891,3.31164890853688,3.82299194624647,4.27236160309985,2.75632694060914,4.93041081982665,2.92208836926147,3.8091133935377,4.58726401813328,3.82615371188149
2.11692274992721,1.92551224877923,4.28494505322193,4.7934564515017,4.34706612606533,4.15245815832168,2.28105683834292,4.69957109843381,3.95701044122688,3.70398999820463,2.05300765507855,3.99326443765312,2.01309562777169,2.33343253843486,2.75247090822086,2.46879155398346,3.81833260972053,3.74349355441518,3.01308769686148,3.22464353055693
2.02477084876892,2.19539467733712,2.71207018662889,3.16964217694476,3.36520848190412,4.20845219329931,2.91490858397447,4.41002302966081,4.74754491914064,3.62804122082889,3.32139577390626,4.60667723650113,4.23109998181462,2.61234320304357,4.34980375273153,2.38827743404545,2.64676256710663,4.2070376011543,4.01487018167973,2.50195300672203
2.04318831374879,1.9250838284466,2.78174106946783,4.23744910722598,2.24036566563882,4.9624116353225,4.03011606377549,3.51928203180432,3.70723709370941,2.49107924825512,3.43377398862503,3.50786436046474,2.14033016096801,4.30311143980362,2.52135899080895,3.74167790845968,4.84360802196898,3.19903609831817,4.69854526454583,2.07338905660436
2.07592789655198,2.21054229311587,5.18441262388797,4.35082548996434,4.72028261004016,4.882901358651,2.61540496489033,2.05428120773286,3.9136721175164,4.83509822771885,3.80372172174975,3.58640908100642,3.4346873157192,3.26703399582766,3.79491174709983,2.41144752479158,2.31771700084209,3.10120710730553,4.53274337365292,2.46411825739779
1.89953530937814,1.79016459866679,3.4597449410214,2.62236875970848,2.56701996363699,2.42538120318204,3.18475551810116,2.75081939599477,3.24820994213223,3.87767769186758,3.32974017015658,4.31223061447963,4.81566513725556,3.64086194243282,4.07474913308397,2.60598933347501,2.3584726031404,3.29363411362283,2.26879829587415,3.75974722136743
1.93335852326612,1.74796895104838,3.04670380064263,2.16958018881269,4.23828760487959,3.99485394754447,4.40855931816623,2.91796444915235,4.38983045355417,2.19453551457264,2.9215323284734,3.1093549807556,2.17891307128593,4.64155651209876,4.7688067976851,3.02494719368406,2.42161267925985,3.00806554406881,2.89800894958898,2.6554579869844
1.79628492337858,2.64820798698848,2.37559290210652,2.99454150116071,3.29469223949127,2.09946272661909,2.68496208358556,3.98517211945727,4.58682858245447,2.54275482823141,4.01896764920093,4.82150809350424,4.86092270514928,4.18288835464045,4.06992495176382,2.79770284006372,2.87856609909795,4.09426037711091,3.59260561247356,2.1331749507226
1.78564175470488,1.91662848236791,3.6844003806964,4.05141555680893,4.01159659167752,3.48354005161673,2.23072255356237,2.29453099705279,3.10225136601366,4.00321440631524,3.82734279241413,2.09977631806396,4.31241531320848,4.25853856652975,2.82097693067044,4.1647579446435,3.79620870901272,2.80459453165531,3.13730592117645,4.74353018240072
2.06070572828085,2.05964551830814,2.95303883889202,4.30332280485891,2.56235363800079,4.37405726802535,4.33467472344637,4.89587135287002,3.46381570887752,4.72018063091673,4.92103562341072,3.0148324877955,4.55464820074849,3.80221685022116,2.03283547842875,4.08647445309907,2.62710356479511,4.56047720601782,4.53575260192156,4.61043022037484
2.08964195572589,2.12731393480677,2.66915649437947,3.95914817438461,4.64522951864637,3.1376292607747,4.01041909004562,4.6016709737014,4.68905561603606,4.44745614891872,2.5275041370187,2.4068856453523,2.65389380371198,2.30320021789521,2.12965879263356,4.38262618123554,3.35699322493747,4.79257012251765,4.58322969917208,4.47941220225766
2.0106008453461,1.90324387485825,3.82189376886591,4.80141198262572,2.1466023453977,4.84489808417857,3.53332902095281,2.85458771348931,3.39146854938008,3.32742331922054,4.91967942449264,3.01137430663221,4.98341824300587,4.47866811836138,2.50369340134785,2.82340999599546,3.35848831897601,3.39407609589398,4.04401485179551,3.82901229360141
2.18445349357595,2.10337240886272,3.18544434050465,2.01054785470478,2.66061466024257,3.98202734114602,2.64200618071482,3.3040617138613,2.62798399711028,2.48360424325801,3.73795141628943,3.45053690578789,4.08056918089278,4.21474686916918,4.55792247946374,2.54586908593774,3.14529028534889,2.01820391439833,3.50144479004666,4.17089585238136
2.41001693712543,2.07379290547702,4.61347245690985,3.13516727788374,2.78540139831603,3.29829528578557,2.56307989638299,3.02284712600522,4.02876888797618,2.4973190499004,4.21437578136101,4.27147027151659,2.86139937816188,4.64892696193419,2.13774003833532,3.38781100115739,4.96271963464096,4.82243265095167,4.40284731728025,4.39065093919635
1.90179376678869,1.95692389847166,2.32923587576623,3.93111215345562,4.30162971210666,4.51604779460467,3.83344152732752,3.04438992543146,4.20238944259472,3.43683760985732,4.59745366731659,4.38836898142472,4.45382729987614,2.25249502481893,2.8141629092861,3.65163523051888,2.03044937900268,3.30037288297899,2.13936458388343,4.60302161681466
1.53816622487184,2.01305860670506,4.70971193557258,2.29721783357672,3.15788751258515,4.41409616870806,2.11622446891852,2.91251965425909,3.95808248734102,3.18758804397658,3.94245831179433,3.24937586206943,4.87827337742783,4.48841751017608,4.66682885191403,3.86815314250998,4.59646082250401,4.49960375018418,2.78533476637676,4.10101931472309
2.20114770489245,1.99318654925231,3.01452998465859,2.04519038554281,2.83571932720952,3.28118691546842,2.68832166003995,4.74354790453799,2.6207426530309,4.38475897884928,4.084088353673,2.08981946995482,4.70126450830139,2.82444886583835,3.64367988379672,3.44868027162738,2.27809482812881,3.54572307993658,2.59586435835809,3.00688383192755
1.85815984748352,2.42569037980324,4.39982583874558,2.44569521141239,2.23284653620794,2.98817152855918,4.47181366896257,2.85073655378073,4.88231462123804,4.3095112813171,4.98771631461568,4.81505601597019,2.38051810790785,3.0026475796476,4.41445276560262,2.38949292246252,2.54627741104923,3.44011458754539,4.44844345678575,3.49292144365609
1.86239827670653,1.85173278074543,3.88257404440363,4.23593093990348,3.50091458857059,3.69512153882533,2.90110474964604,4.60354195698164,2.02069149492308,3.19749485980719,4.54812019993551,4.74650791147724,2.17889829818159,4.66111113317311,4.87158985598944,4.65199042111635,3.34329854813404,2.43398338137195,4.52952446858399,4.32873873715289
2.20511427393934,1.78080074658507,3.47033129516688,4.5582402527798,3.3543543482665,4.58368751592934,2.04827542812563,4.45007388433442,4.70649965712801,3.89059038460255,4.29746671486646,3.83634065371007,4.45523878722452,2.57397822150961,4.06923224125057,4.97395378351212,4.18727018800564,2.17383726593107,4.49841907853261,3.25747596146539
1.9430453985898,2.00755767983422,3.86927416240127,2.97483637183905,4.95980483968742,3.75761307426728,4.88475077529438,2.55376137071289,2.26892858068459,3.23800734360702,2.41299596964382,4.75727624166757,4.58094912650995,2.03657401329838,3.20340072363615,4.58589630806819,2.56988697126508,3.95011714939028,2.81206030887552,3.74906446551904
1.75585645754909,2.06209614988863,2.12798818979053,2.80000852630474,2.42640302143991,3.93536038487218,2.26324008055963,2.68167942925356,4.51128433109261,3.09617225173861,2.28556680236943,3.87877706927247,2.13559889164753,4.1160326639656,4.91312253265642,4.55675215343945,2.41793428943492,3.12066134810448,2.05848176847212,2.90166207076982
2.03626069594983,2.08730469578204,2.91883406508304,2.730642326409,4.50150725455023,4.30125220865011,4.24407019116916,3.99687751149759,3.66261812485754,3.86256464826874,3.56554468069226,2.37936096941121,2.6735915353056,2.11285615642555,4.81812757416628,3.13224082160741,2.63837787276134,2.0737596526742,3.89180141803809,2.44119750382379
1.97222172751219,1.90832693345778,4.11607475506589,4.8687508746516,2.08858847012743,4.0785710720811,4.50802463758737,3.40423776418902,3.81025079055689,4.86787409684621,2.57738291635178,2.42792491381988,4.11445380467921,4.46757657360286,3.55484673753381,3.85122949955985,2.50618467689492,2.22450039233081,4.2441748091951,2.82666169665754
2.00115283717998,1.78733477320576,2.84901119198052,3.49180621816777,4.336276111193,4.6003930484876,2.0479416041635,2.32892019185238,4.43408297887072,3.42821761942469,4.19439553422853,4.04493158124387,2.29608698631637,4.71030361764133,2.40887052961625,3.55502717755735,4.55910601047799,4.49060983257368,3.5170215414837,2.60890772985294
2.07705608022527,2.2526370352179,4.20411435680399,4.08335472620092,2.68602182087488,2.28409265680239,4.55858449474908,2.43694489286281,2.78892387496307,3.86139131244272,3.48376093641855,4.76907445141114,2.04767322470434,2.49937283620238,3.8802079858724,2.11078762984835,4.22004679054953,4.20288291596808,3.09388900105841,2.67558619286865
1.92586799364152,1.93006992240929,2.77897073480668,4.74539574189112,2.40158035536297,3.82981788250618,3.6508917955216,2.95152300014161,2.1198408389464,2.8676722610835,2.42827746015973,2.45195728726685,4.71689253253862,2.62278640130535,4.46794995316304,4.22909730346873,3.70907395984977,2.14436040702276,2.92946320562623,3.55987968691625
2.12887530970377,1.82689742746933,4.36707159927656,3.82676536100917,2.57183277141303,2.72262436896563,3.01906222524121,3.82160899508744,2.41486208792776,3.22270316677168,4.52365090721287,4.65454053552821,2.14710040856153,4.38764052279294,2.40879606618546,4.52728551276959,4.56600857758895,4.1752286083065,3.07881311583333,4.76186950644478
1.95590268763625,1.95274408621178,4.87352083167255,2.7878265734762,2.64759391918778,3.40892497682944,2.97710561566055,4.84104578662664,2.31616949895397,3.33463155827485,4.82391187804751,3.35054786340334,4.62246861495078,4.67958889482543,3.79240456689149,2.14734595152549,2.44483592663892,2.04142015241086,3.08862291113473,3.74438016070053
2.06635639278314,1.96056482113029,1.93689443041255,4.75679221330211,4.80251417635009,2.85176626010798,3.91766033601016,3.26775850867853,2.52621746179648,2.85060106939636,2.83390243095346,2.14000997785479,2.36171086970717,2.73104885430075,4.94889220385812,4.67986762314104,3.13237133133225,3.83286953507923,3.61594756366685,2.78450179309584
